sjj_Y34D9A_152.d	WBGene00021328(npr-23),Y34D9A.2
mv_F11A3.1	WBGene00008669(acs-14),F11A3.1
cenix:236-a8	WBGene00001938(his-64),F22B3.1
mv_B0272.3	WBGene00007129,B0272.3
sjj_T05F1.3	WBGene00004488(rps-19),T05F1.3
sjj_F53A9.7	WBGene00018730,F53A9.7
sjj_F17A9.6	WBGene00017538(ceh-49),F17A9.6
sjj_ZK697.6	WBGene00001769(gst-21),ZK697.6
mv_B0304.6	WBGene00005059(sra-33),B0304.6
cenix:114-a3	WBGene00010483,K01G12.3
mv_Y54E10BR.d	WBGene00021844,Y54E10BR.5
sjj2_R09B5.5	WBGene00004139(pqn-54),R09B5.5
mv_F18G5.1	WBGene00017579,F18G5.1
cenix:328-h9	WBGene00020927,W02B3.7
mv_AH6.6	WBGene00005028(sra-2),AH6.6
TH:300g3	WBGene00004470(rps-1),F56F3.5
TH:335F9	WBGene00019199,H14E04.2
sjj2_M03A1.7.1	WBGene00000928(dao-2),M03A1.7
sjj_C30E1.5	WBGene00016254(fbxb-114),C30E1.5
sjj_C05C8.1	WBGene00015466(hyls-1),C05C8.9
mv_B0414.8	WBGene00015176(vps-51),B0414.8
cenix:322-g11	WBGene00000960(dgk-3),F54G8.2
cenix:29-f3	WBGene00011416,T04A11.1
mv_F16G10.1	WBGene00017516,F16G10.1
sjj_Y11D7A.8	WBGene00012432,Y11D7A.8
cenix:27-c10	WBGene00011088(kmo-2),R07B7.4
mv_F32F2.1	WBGene00009337(uig-1),F32F2.1	WBGene00235322,F32F2.4
mv_F56A4.7	WBGene00018915(str-267),F56A4.7
cenix:334-c7	WBGene00018720,F53A3.1
TH:337B1	WBGene00021533,Y42G9A.3
TH:218-g7	WBGene00015593,C08E3.1
sjj_T23F11.5	WBGene00005170(srg-13),T23F11.5
TH:326B6	WBGene00010973(rip-1),R01H10.5
mv_F33E2.2	WBGene00001008(dlk-1),F33E2.2
sjj_ZK105.b	WBGene00235113,ZK105.12
cenix:230-a4	WBGene00000612(col-35),C15A11.1
mv_F46C5.1	WBGene00009778,F46C5.1
mv_F45C12.8	WBGene00018439(fbxa-184),F45C12.8
cenix:333-d7	WBGene00012936,Y47D3A.29
sjj_Y39A1A.6	WBGene00012645(mrpl-22),Y39A1A.6
cenix:193-b4	WBGene00007674,C18D4.4
mv_T01G6.3	WBGene00006233(str-196),T01G6.3
mv_AAC06226	WBGene00006743(unc-3),Y16B4A.1
mv_Y47D7A.o	WBGene00021627,Y47D7A.15
TH:340H9	WBGene00019678,K12H4.3
cenix:218-f5	WBGene00000029(abu-6),C03A7.7
mv_Y67D8B.b	WBGene00022062,Y67D8B.2
mv_T23D5.1	WBGene00006093(str-27),T23D5.1
smd_7T26E3.1	WBGene00012036(clec-103),T26E3.1
cenix:48-g12	WBGene00003218(mep-1),M04B2.1
cenix:314-h10	WBGene00017267(numr-2),F08F8.1	WBGene00017270(numr-1),F08F8.5
cenix:184-f2	WBGene00017982(hpo-18),F32D1.2
mv_C30B5.7	WBGene00016248,C30B5.7
sjj_Y38F2A_6126.e	WBGene00021420(trap-3),Y38F2AR.2	WBGene00021427,Y38F2AR.9
mv_AAC47747	WBGene00000156(apr-1),K04G2.8
cenix:14-a9	WBGene00007118(npp-22),B0240.4
sjj_F39H11.1	WBGene00009565,F39H11.1
sjj_C24H10.5	WBGene00006861(cal-5),C24H10.5
mv_C49F5.4	WBGene00008208(nhr-167),C49F5.4
mv_F44B9.2	WBGene00018407,F44B9.2
mv_Y55F3C.f	WBGene00021948(kvs-5),Y55F3C.3
mv_C49H3.2	WBGene00001535(gcy-8),C49H3.1
cenix:304-a11	WBGene00018999,F57B9.8
cenix:115-h2	WBGene00009536,F38C2.4
sjj2_T05C3.8	WBGene00005222(srg-65),T05C3.8
sjj_D1086.1	WBGene00008388,D1086.1
mv_C01H6.2	WBGene00007252(mlt-2),C01H6.2
cenix:341-c10	WBGene00016202(kle-2),C29E4.2
WBPaper00038381:C01B9_1_1	WBGene00007220,C01B9.1
sjj_K07H8.1	WBGene00019503(tbce-1),K07H8.1
mv_C34E10.7	WBGene00000561(cnd-1),C34E10.7
sjj_F26A1.7	WBGene00017805,F26A1.7
sjj2_R08C7.12.1	WBGene00019955,R08C7.12
cenix:335-e5	WBGene00010974(bbs-5),R01H10.6
cenix:314-c7	WBGene00007622,C16C10.1
TH:312D4	WBGene00002986(lig-4),C07H6.1
sjj_C46H11.3	WBGene00016729,C46H11.3
mv_F18A1.7	WBGene00017548,F18A1.7
sjj_B0344.2	WBGene00006955(wrt-9),B0344.2
mv_T21B10.3	WBGene00011885,T21B10.3
cenix:337-a2	WBGene00021912,Y55B1BR.2
cenix:213-e1_1	WBGene00015689(spch-2),C10G11.9
TH:340D12	WBGene00001974(hmg-4),T20B12.8
cenix:337-d7_3	WBGene00007173,B0393.8
cenix:220-d9	WBGene00018152(acs-4),F37C12.7
sjj_T26E4.12	WBGene00005105(srd-27),T26E4.12	WBGene00206503,T26E4.18
mv_F31D5.6	WBGene00017949,F31D5.6	WBGene00206414,F31D5.7
smd_clk-1_2	WBGene00000536(clk-1),ZC395.2
mv_C17H1.6	WBGene00007659,C17H1.6
cenix:107-b6	WBGene00016819,C50E3.8
sjj_Y106G6H.1	WBGene00013716,Y106G6H.1
mv_K06H7.7	WBGene00019458,K06H7.7
cenix:162-c12	WBGene00018874(tag-234),F55C12.7
sjj_C13B7.3	WBGene00005137(srd-60),C13B7.3
cenix:310-e4	WBGene00019679,K12H4.4
mv_F41D3.7	WBGene00009612,F41D3.7
mv_Y11D7A.3	WBGene00012428,Y11D7A.3
cenix:11-f1	WBGene00009211(wdr-46),F28D1.1
sjj_Y87G2A.p	WBGene00013596(nyn-2),Y87G2A.7
sjj2_F09E8.8	WBGene00008626,F09E8.8
mv_Y102A5C.25	WBGene00013626(srz-54),Y102A5C.25
mv_CAB45860	WBGene00002173(itr-1),F33D4.2
mv_C35D10.8	WBGene00016445,C35D10.8
mv_AAC27798	WBGene00004912(sng-1),T08A9.3
sjj_ZK930.4	WBGene00014154,ZK930.4
sjj_C49C3.13	WBGene00008203(clec-198),C49C3.13
sjj_C37A2.4	WBGene00000871(cye-1),C37A2.4
mv_F11D5.3	WBGene00017381(ddr-2),F11D5.3
smd_F26H9.2:2	WBGene00009174,F26H9.2
mv_Y57A10A.14	WBGene00013257,Y57A10A.14
TH:303F1	WBGene00003993(pgl-2),B0523.3
mv_F56D5.9	WBGene00010152,F56D5.9
cenix:35-f6	WBGene00008900,F16H6.10
mv_M01B2.6	WBGene00010799(chil-12),M01B2.6
cenix:197-h8_1	WBGene00021566,Y45G12C.3
cenix:330-d8	WBGene00013984,ZK512.4
cenix:125-h7	WBGene00004305(ran-4),R05D11.3
sjj2_ZK688.10	WBGene00044447,ZK688.10
mv_E04F6.6	WBGene00017126,E04F6.6
sjj_T06G6.5	WBGene00011547,T06G6.5
cenix:56-a4	WBGene00020054,R13D7.2
sjj_T28F2.7	WBGene00020903(acd-5),T28F2.7
cenix:218-b12	WBGene00015987,C18G1.9
sjj_R05D8.g	WBGene00005917(srx-26),R05D8.4
cenix:193-d9	WBGene00005436(srh-228),C35D6.1
cenix:237-b12	WBGene00005563(sri-51),ZC239.8
cenix:321-d6	WBGene00006591(toh-1),T24A11.3
cenix:46-e2	WBGene00019069(lgc-30),F58H7.3
sjj2_Y54G11A.1	WBGene00013212,Y54G11A.1
sjj_W10G11.16	WBGene00021146(lgc-45),W10G11.16
sjj_F22B8.3	WBGene00009046,F22B8.3
smd_F42G9.8	WBGene00018365(tpst-2),F42G9.8
sjj_Y39B6B.gg	WBGene00012664,Y39B6A.1
sjj_T02H6.7	WBGene00020177,T02H6.7
TH:305H12	WBGene00022702(cutc-1),ZK353.7
sjj_Y47D7A_138.d	WBGene00004820(skr-14),Y47D7A.8
cenix:104-f4	WBGene00016939,C55B6.1
sjj2_Y50D7A.6	WBGene00002230(klp-20),Y50D7A.6
sjj_Y76A2A.3	WBGene00000834(cua-1),Y76A2A.2
sjj_C49A1.1	WBGene00008184,C49A1.1
sjj_F58A4.11	WBGene00001570(gei-13),F58A4.11
cenix:11-g12	WBGene00006613(trm-1),ZC376.5
cenix:177-e11	WBGene00021639,Y47G6A.13
cenix:196-c5	WBGene00020072,R13H9.6
sjj_C33A11.4	WBGene00006462(tag-97),C33A11.4
sjj2_C17F4.7	WBGene00015913,C17F4.7
sjj_F20G4.2	WBGene00008991,F20G4.2
sjj_F12A10.6	WBGene00017395,F12A10.6
mv_T13A10.4	WBGene00003754(nlp-16),T13A10.5
mv_Y48G10A.1	WBGene00013018,Y48G10A.1
mv_T05A8.3	WBGene00020229,T05A8.3
TH:320C12	WBGene00010661(tyr-2),K08E3.1
mv_T20D4.2	WBGene00020608(srab-22),T20D4.2
mv_K11G9.3	WBGene00019654,K11G9.3
mv_F22B3.1_11	WBGene00001902(his-28),K06C4.2
mv_F26D11.9	WBGene00017824(clec-217),F26D11.9
mv_F09B12.2	WBGene00008606(dhhc-1),F09B12.2
cenix:311-b3	WBGene00017357,F10E9.5
mv_F55C5.9	WBGene00005241(srh-16),F55C5.9
cenix:171-e8	WBGene00022251(blos-2),Y73B6BL.30
[cgc5674]:C03G5.1	WBGene00015391(sdha-1),C03G5.1
cenix:207-c5	WBGene00020798,T25D3.4
sjj_C24G6.1	WBGene00006376(syp-2),C24G6.1
cenix:140-h6	WBGene00001639(gly-14),M01F1.1
mv_D2062.6	WBGene00017058,D2062.6
sjj_C28A5.3	WBGene00003590(nex-3),C28A5.3
cenix:320-h11	WBGene00010540,K03H1.5
cenix:234-g5	WBGene00000681(col-107),C34H4.4
sjj2_Y62H9A.14	WBGene00013402,Y62H9A.14
sjj_F17E5.2	WBGene00008924,F17E5.2
sjj_Y39A1C.2	WBGene00003898(oxi-1),Y39A1C.2
mv_PAR2.3	WBGene00019801(aak-1),PAR2.3
TH:301C2	WBGene00008656(lron-5),F10F2.4
sjj_C03B8.2	WBGene00015385,C03B8.2
cenix:210-a8	WBGene00020009,R11F4.3
sjj_R151.1	WBGene00020106,R151.1
cenix:143-a7	WBGene00020915(nol-5),W01B11.3
mv_C23G10.1	WBGene00016010,C23G10.1
mv_C08E8.3	WBGene00007439,C08E8.3	WBGene00119201,C08E8.11
cenix:138-a2	WBGene00001187(egl-19),C48A7.1
mv_Y53C10A.4	WBGene00013135(rga-2),Y53C10A.4
mv_T03A1.a_1	WBGene00000140(anc-1),ZK973.6
mv_F07H5.9	WBGene00008560(pho-13),F07H5.9
mv_Y4C6B.h	WBGene00021155,Y4C6B.1
mv_Y55B1BM.e_1	WBGene00016901,C53C11.4
mv_F26F4.10	WBGene00004679(rars-1),F26F4.10
cenix:27-d10	WBGene00011093,R07B7.9
cenix:176-d2	WBGene00019878,R05D3.3
cenix:241-a1	WBGene00000402(cdh-10),C45G7.5
sjj_F46G10.7	WBGene00004801(sir-2.2),F46G10.7
sjj_T20G5.9	WBGene00011871,T20G5.9
cenix:97-a10	WBGene00011021,R05A10.4
sjj2_ZK637.10	WBGene00014028(trxr-2),ZK637.10
mv_AAA28055	WBGene00001411(fem-1),F35D6.1
sjj2_Y52E8A.5	WBGene00005787(srw-40),Y52E8A.5
sjj_C34C6.1	WBGene00005172(srg-15),C34C6.1
cenix:234-d4	WBGene00001447(flp-4),C18D1.3
cenix:172-h11	WBGene00021516,Y41D4B.14
cenix:198-f11	WBGene00010802(srsx-39),M01B2.9
cenix:325-e8	WBGene00012756,Y41C4A.9
cenix:49-g10	WBGene00012838,Y43F8C.17
mv_F01D5.7	WBGene00008497,F01D5.7
TH:301D10	WBGene00006943(wrm-1),B0336.1
sjj_F58G6.4	WBGene00010275(acc-1),F58G6.4
mv_AAA20081	WBGene00003225(mev-1),T07C4.7
mv_F45B8.3	WBGene00009720,F45B8.3
cenix:88-g1	WBGene00006707(ubc-12),R09B3.4
mv_H21P03.3b	WBGene00004892(sms-1),H21P03.3
sjj_ZC97.1	WBGene00022516(mtx-2),ZC97.1
mv_C09G5.4	WBGene00000616(col-39),C09G5.4
mv_K03H6.1	WBGene00019367,K03H6.1
mv_C36C9.4_1	WBGene00020793,T25D1.1	WBGene00020794,T25D1.2
cenix:229-g7	WBGene00003677(nhr-87),Y41D4B.7
smd_F25B5.4	WBGene00006727(ubq-1),F25B5.4
mv_G_YK5052	WBGene00022277(homt-1),Y74C9A.3
sjj_T04F3.1	WBGene00011436,T04F3.1
sjj_T26E4.15_1	WBGene00010800(srsx-37),M01B2.7
sjj_Y102E9.4	WBGene00044453,Y102E9.6
smd_Y53G8B_93.d	WBGene00019168,H06I04.3
mv_Y6E2A.5	WBGene00012399,Y6E2A.5
mv_BAA82662	WBGene00002100(ins-17),F56F3.6
sjj_R11D1.7	WBGene00011246,R11D1.7
mv_F44C8.a	WBGene00003646(nhr-56),F44C8.6
sjj_F19H8.3	WBGene00000188(arl-3),F19H8.3	WBGene00006603(tps-2),F19H8.1
sjj_Y37E11A_90.a	WBGene00021366,Y37E11AM.2
cenix:16-c12	WBGene00011743,T13F2.2
sjj_ZK1128.1	WBGene00014227,ZK1128.1
mv_T25F10.1	WBGene00020805,T25F10.1
mv_C15A11.1	WBGene00000612(col-35),C15A11.1
sjj_Y45F10D.9	WBGene00012888(sas-6),Y45F10D.9
sjj_C50F4.6	WBGene00001910,C50F4.6
sjj2_C25H3.6a	WBGene00016115(mdt-26),C25H3.6
cenix:67-e6	WBGene00006078(str-10),R03G8.5
TH:305B3	WBGene00000080(adr-2),T20H4.4
smd_ZC239.5	WBGene00022568,ZC239.5
mv_AAD42387	WBGene00006784(unc-49),T21C12.1
cenix:32-e3	WBGene00016941,C55B6.5
smd_F38A1.3_13	WBGene00003678(nhr-88),K08A2.5
sjj_C08B11.6	WBGene00007434(arp-6),C08B11.6
cenix:325-h11	WBGene00000070(acy-3),C44F1.5
mv_C09F9.5b_1	WBGene00007480(glna-1),C09F9.3
mv_M04C3.2	WBGene00010851,M04C3.2
sjj_C46F9.2	WBGene00016718(math-23),C46F9.2
mv_ZK546.13	WBGene00007012(mdt-4),ZK546.13	WBGene00022766(cblc-1),ZK546.17	WBGene00195246,ZK546.19
sjj2_Y39B6A.24	WBGene00012683(asp-17),Y39B6A.24
sjj_T05A12.4	WBGene00020235,T05A12.4
cenix:145-e3	WBGene00022252,Y73B6BL.31
cenix:138-d12	WBGene00004120(pqn-32),F29C12.1
cenix:167-e11	WBGene00000694(col-120),Y11D7A.11
mv_F43C11.4	WBGene00018381,F43C11.4
cenix:170-h8	WBGene00021974,Y57G7A.11
sjj_T19C3.7	WBGene00020565,T19C3.7
cenix:140-d10	WBGene00019971(ergo-1),R09A1.1
sjj_K10B3.8	WBGene00001684(gpd-2),K10B3.8
TH:303F12	WBGene00015148(hpo-28),B0336.11
sjj_F40A3.6	WBGene00018216,F40A3.1	WBGene00018221,F40A3.6
cenix:135-a12	WBGene00019598,K09H9.7
sjj_R13A5.3	WBGene00020047(ttr-32),R13A5.3
sjj_F59E11.10	WBGene00019115(nhr-195),F59E11.10
mv_F52G2.1a	WBGene00003582(dcap-2),F52G2.1
cenix:327-c2	WBGene00017763(crls-1),F23H11.9
TH:306A12	WBGene00017158(hpo-10),F01F1.1
cenix:147-e8	WBGene00009259(hpo-34),F29G6.3
cenix:175-d8	WBGene00019123,F59E12.8
sjj_R151.5	WBGene00006592(dpy-31),R151.5
smd_F52B5.5	WBGene00000467(cep-1),F52B5.5
sjj_F36H1.5	WBGene00009493(hrg-4),F36H1.5
sjj_T28D9.7	WBGene00020897(del-10),T28D9.7
cenix:52-a8	WBGene00015661,C09H5.7
cenix:306-c5	WBGene00018418,F44E2.4
sjj_C36C5.4	WBGene00016473,C36C5.4
mv_F56C9.7	WBGene00018951,F56C9.7
sjj2_B0240.1	WBGene00004359(rhr-2),B0240.1
mv_W02A2.1	WBGene00001394(fat-2),W02A2.1
mv_AAA27982	WBGene00000417(ced-3),C48D1.2
sjj2_Y57E12AL.4	WBGene00021958,Y57E12AL.4
cenix:111-h10	WBGene00009543,F38E11.6
mv_M01E11.1	WBGene00019710,M01E11.1
sjj_W01D2.2	WBGene00003651(nhr-61),W01D2.2
TH:193-e2_1	WBGene00015885(fbxa-65),C17B7.11
mv_F39G3.2	WBGene00018207,F39G3.2
sjj_F56C9.1	WBGene00001748(gsp-2),F56C9.1
mv_ZK250.5_1	WBGene00235352,ZK250.13	WBGene00235354,ZK250.14
sjj_B0495.5	WBGene00015204,B0495.5
sjj_F23B12.7	WBGene00009084,F23B12.7
mv_F54B11.2	WBGene00000621(col-44),F54B11.2
mv_Y48E1C.2	WBGene00013015,Y48E1C.2
mv_C54E10.4	WBGene00005522(sri-10),C54E10.4
cenix:207-b4	WBGene00021075,W07E6.3
sjj_F22E5.2	WBGene00017704,F22E5.2
cenix:116-f3	WBGene00020486,T13C5.6
sjj_C30B5.4	WBGene00016245,C30B5.4
mv_F08A8.2	WBGene00008565(acox-2),F08A8.2
sjj2_M01D7.2	WBGene00004743(scm-1),M01D7.2
cenix:20-f11	WBGene00006876(vab-10),ZK1151.1
sjj_T25C12.1	WBGene00003003(lin-14),T25C12.1
sjj2_Y50D7A.7.1	WBGene00000081(ads-1),Y50D7A.7
mv_F41E7.5	WBGene00009621(fipr-21),F41E7.5
sjj2_K09F6.3	WBGene00019586,K09F6.3
cenix:81-e2	WBGene00013705,Y106G6E.1
mv_F20E11.7	WBGene00008984,F20E11.7
mv_F47H4.8	WBGene00009839(fbxa-188),F47H4.8
mv_C08F1.5	WBGene00015609(math-4),C08F1.5	WBGene00015613,C08F1.10	WBGene00044417,C08F1.11
mv_F54D1.6	WBGene00010047,F54D1.6
cenix:183-e12	WBGene00005047(sra-21),F28C12.5
sjj_ZK455.5	WBGene00013975,ZK455.5
mv_W06H8.6	WBGene00021068,W06H8.6
mv_Y49C4A.b_1	WBGene00005631(srj-52),Y49C4A.7	WBGene00005632(srj-53),Y49C4A.6	WBGene00021709(ugt-29),Y49C4A.8
mv_H15N14.1b	WBGene00000079(adr-1),H15N14.1
cenix:28-h7	WBGene00006228(str-185),R08C7.7
mv_C34F6.10	WBGene00007944,C34F6.10
mv_F02C9.1	WBGene00017172,F02C9.1
cenix:64-d8	WBGene00016889(lst-6),C52E12.4
cenix:96-b1	WBGene00010161,F56G4.6
mv_C14B9.8	WBGene00015754,C14B9.8
sjj_C18H7.1	WBGene00015993,C18H7.1
mv_C24A11.8	WBGene00001491(frm-4),C24A11.8
mv_T27E9.7	WBGene00006509(tag-164),Y76A2A.1	WBGene00012097(abcf-2),T27E9.7
cenix:330-f12	WBGene00006452(heh-1),R148.6
cenix:39-c5	WBGene00003656(nhr-66),T09A12.4
sjj_F44C4.2	WBGene00018412(nhr-37),F44C4.2
cenix:335-a11	WBGene00016227(nhr-280),C29F9.13
mv_C05C12.4	WBGene00007336,C05C12.4
smd_F12F6.1:2	WBGene00008720,F12F6.1
sjj2_C06B8.10	WBGene00005428(srh-218),C06B8.10
mv_K02E11.4	WBGene00010513,K02E11.4
sjj_C34C6.7	WBGene00007919,C34C6.7
mv_F57E7.3	WBGene00005356(srh-139),F57E7.3
mv_F41C3.8	WBGene00018274,F41C3.8
mv_C25F9.7	WBGene00005833(srw-86),C25F9.7	WBGene00045413,C25F9.13
cenix:52-f2	WBGene00011424(dhs-31),T04B2.6
sjj2_W04C9.6	WBGene00021028,W04C9.6
cenix:117-d6	WBGene00006209(str-164),Y9C9A.2
cenix:133-d2	WBGene00019963,R08E5.3
sjj_T14G12.3	WBGene00006408(tag-18),T14G12.3
sjj_R10E11.1	WBGene00000366(cbp-1),R10E11.1
cenix:81-c1	WBGene00006436(ttn-1),W06H8.8
cenix:86-e3	WBGene00008804(acp-4),F14E5.6
mv_Y37A1B.11	WBGene00001190(egl-23),Y37A1B.11
cenix:70-e7	WBGene00019643,K11C4.2
sjj2_Y65B4A.6	WBGene00022029,Y65B4A.6
cenix:141-h10	WBGene00004373(rme-1),W06H8.1
cenix:37-a2	WBGene00011723,T12A7.2
sjj_ZK858.6	WBGene00014119,ZK858.6
smd_R13A1.4	WBGene00006748(unc-8),R13A1.4
cenix:156-b11	WBGene00015071,B0238.7
sjj_C08E3.1	WBGene00015593,C08E3.1
mv_ZK858.1	WBGene00014115(gld-4),ZK858.1
cenix:203-a12	WBGene00016883,C52E2.4
sjj_Y43F8C.2	WBGene00003764(nlp-26),Y43F8C.2
sjj_Y46B2A.b	WBGene00021577,Y46B2A.2
cenix:177-c10	WBGene00012866(afmd-2),Y45F10A.3
cenix:229-b6	WBGene00021463(zeel-1),Y39G10AR.5
mv_F42C5.3	WBGene00018345,F42C5.3
sjj2_C36B1.13	WBGene00044120,C36B1.13
mv_Y102A5C.29	WBGene00005521(sri-9),Y102A5C.29
cenix:322-b5	WBGene00010845,M03C11.8
mv_F35E12.5	WBGene00009429,F35E12.5
sjj2_ZC334.9	WBGene00002111(ins-28),ZC334.9
cenix:91-c10	WBGene00022750,ZK484.4
sjj_ZK836.2	WBGene00014098,ZK836.2
sjj_F46F3.4	WBGene00000146(ape-1),F46F3.4
sjj_T06G6.1	WBGene00005049(sra-23),T06G6.1
sjj_C33A12.4	WBGene00007883,C33A12.4
TH:326C3	WBGene00011974(xbx-5),T24A11.2
cenix:323-e7	WBGene00012659,Y39A1A.22
mv_C38C3.2	WBGene00005690(sru-27),C38C3.2
sjj_ZK686.2	WBGene00022792,ZK686.2
mv_C29F9.9	WBGene00016222,C29F9.8
sjj_W01A8.3	WBGene00012165(cutl-6),W01A8.3
sjj_C33D3.3	WBGene00007894,C33D3.3
mv_F10G2.3	WBGene00017364(clec-7),F10G2.3
cenix:122-b8	WBGene00003565(ncs-3),K03E6.3
mv_C52E4.1	WBGene00000781(cpr-1),C52E4.1
cenix:38-e10	WBGene00006566(tgt-1),ZK829.6
sjj_H10D18.f	WBGene00019178(scl-12),H10D18.2
cenix:53-f11	WBGene00006816(unc-84),F54B11.3
mv_R13H4.7	WBGene00011265,R13H4.7
mv_T01D3.3a	WBGene00011327(hlh-34),T01D3.2	WBGene00011328,T01D3.3
mv_W01B11.6	WBGene00020917,W01B11.6
cenix:73-f11	WBGene00016735(fhod-1),C46H11.11
cenix:155-f5	WBGene00022812,ZK742.2
sjj_B0496.2	WBGene00015211,B0496.2
mv_R10F2.2	WBGene00019994(cdh-1),R10F2.1	WBGene00019995,R10F2.4
TH:326B11	WBGene00020763(ztf-18),T24C4.7
mv_T23C6.4	WBGene00020726,T23C6.4
TH:328E3	WBGene00018988,F56F11.1
smd_Y39A1B.2	WBGene00004233(ptr-19),Y39A1B.2
sjj2_C36E6.2	WBGene00016490,C36E6.2
sjj2_F58F12.4	WBGene00044756,F58F12.4
cenix:58-g10	WBGene00015737(srsx-12),C13D9.5
cenix:325-f1	WBGene00011963,T23G5.3
sjj_Y57G11B.5	WBGene00013297,Y57G11B.5
cenix:310-c12	WBGene00004449(rpl-35),ZK652.4
TH:333F4	WBGene00022106(lgc-46),Y71D11A.5
smd_ZK250.9	WBGene00021577,Y46B2A.2
mv_AAB58268	WBGene00001160(efk-1),F42A10.4
cenix:132-d8	WBGene00011686,T10C6.2
sjj_C15C7.1	WBGene00015793,C15C7.7
cenix:306-a12	WBGene00017158(hpo-10),F01F1.1
cenix:173-h3	WBGene00001953(hlh-8),C02B8.4
cenix:73-d1	WBGene00012458(ash-2),Y17G7B.2
mv_Y111B2A.k_1	WBGene00013733,Y111B2A.9
sjj_Y53F4C.h	WBGene00013171,Y53F4B.25
smd_C29E6.3_1	WBGene00014085,ZK809.1
cenix:197-f3	WBGene00018631,F49D11.7
sjj_K08E4.5	WBGene00045036,K08E4.7
sjj_B0213.15	WBGene00015044(cyp-34A9),B0213.15
cenix:157-e2	WBGene00015311,C01G5.9
sjj_C07C7.1	WBGene00007411,C07C7.1
cenix:79-d9	WBGene00016561(eri-6),C41D11.1
cenix:326-b9	WBGene00004933(sod-4),F55H2.1
sjj_F59H6.9	WBGene00019139(bath-1),F59H6.9
sjj_B0412.4	WBGene00004498(rps-29),B0412.4
TH:337B10	WBGene00001087(dpy-28),Y39A1B.3
mv_T04A11.3	WBGene00011418(igdb-1),T04A11.3
mv_C31H2.4	WBGene00016294,C31H2.4
sjj_C25B8.6	WBGene00003710(nhr-120),C25B8.6
sjj_H34I24.2	WBGene00019261,H34I24.2
sjj_C06G1.4	WBGene00015547(ain-1),C06G1.4
cenix:247-h3	WBGene00012730(xrn-1),Y39G8C.1
smd_C52E12.5	WBGene00016889(lst-6),C52E12.4
sjj_C05D11.5	WBGene00015483,C05D11.5
cenix:246-a12	WBGene00019847,R03G5.6
mv_AAB21850	WBGene00004774(sem-5),C14F5.5
TH:304C5	WBGene00020439,T12A2.5
sjj_Y67D8A_380.c	WBGene00022072(cpg-9),Y67D8C.8
mv_M04G12.4	WBGene00010868(somi-1),M04G12.4
cenix:130-f3	WBGene00020275(atp-4),T05H4.12
mv_F21C10.1	WBGene00017652,F21C10.1
TH:328B7	WBGene00020559(best-17),T19C3.1
sjj_C24B9.8	WBGene00006081(str-13),C24B9.8
mv_Y119C1B.h	WBGene00022469,Y119C1B.3
sjj_Y51A2D.9	WBGene00013077(ttr-24),Y51A2D.9
cenix:100-e7	WBGene00013412,Y64G10A.2
sjj_W04G5.2	WBGene00004275(rab-11.2),W04G5.2
mv_C25A1.7a	WBGene00002153(iars-2),C25A1.7
mv_CAA10498	WBGene00001115(dyb-1),F47G6.1
cenix:213-g2	WBGene00020870,T28A11.3
mv_C44B9.1	WBGene00008078(vps-50),C44B9.1
sjj_T22C8.7	WBGene00011928(cutl-12),T22C8.7
sjj_F38B6.3	WBGene00018173,F38B6.3
sjj_T10H4.8	WBGene00005766(srw-19),T10H4.8
sjj_T23B3.2	WBGene00020710,T23B3.2
sjj_Y73C8C.8	WBGene00022265,Y73C8C.8
cenix:123-h1	WBGene00016838,C50F2.4
mv_ZC247.1_1	WBGene00013859,ZC247.1
cenix:114-f12	WBGene00008558,F07H5.7
sjj2_F44E7.5a	WBGene00018427,F44E7.5
cenix:142-b8	WBGene00001593(glc-3),ZC317.3
mv_T27A1.2	WBGene00020834,T27A1.2
cenix:314-g6	WBGene00015525(rha-2),C06E1.10
cenix:116-c6	WBGene00005430(srh-220),F47C12.5
cenix:164-g1	WBGene00010713(uso-1),K09B11.9
sjj_C33A12.14	WBGene00005664(sru-1),C33A12.14
mv_F44E7.3	WBGene00018425,F44E7.3
sjj_E04F6.3	WBGene00017123(maoc-1),E04F6.3
cenix:27-e12	WBGene00020850(nhr-226),T27B7.3
mv_C18C4.1	WBGene00015964(glb-5),C18C4.1
sjj_C02B8.5	WBGene00015323(frpr-1),C02B8.5
cenix:174-f12	WBGene00009372(evl-18),F34D10.2	WBGene00009373,F34D10.3
mv_R08H2.4	WBGene00005457(srh-251),R08H2.4
sjj_F40G9.3	WBGene00006715(ubc-20),F40G9.3
mv_ZK520.2	WBGene00004796(sid-2),ZK520.2
cenix:92-c3	WBGene00013458,Y67A10A.9
sjj_T10D4.7	WBGene00020409,T10D4.7
cenix:136-c1	WBGene00011593,T07G12.2
mv_F30A10.9	WBGene00009266,F30A10.9
cenix:330-b8	WBGene00020112(pfd-5),R151.9
mv_C54D10.3	WBGene00008298,C54D10.3
sjj_C08A9.1	WBGene00004932(sod-3),C08A9.1	WBGene00015583,C08A9.3
mv_F35F10.5	WBGene00018055,F35F10.5
mv_F53B1.a	WBGene00044565,F53B1.9
sjj_C23G10.8	WBGene00016015,C23G10.8
sjj_Y17G9B.e	WBGene00004432(rpl-20),E04A4.8
sjj_F52E1.2	WBGene00018692,F52E1.2
WBPaper00038381:B0361_1_1	WBGene00015156,B0361.2
sjj2_T11G6.5	WBGene00011720,T11G6.5
